,Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari
70,Nadal,Refrescs,-,-,-,COCA-COLA Refresc de cola,"7,68 €",12 x 0.33L,"(1,94 € per litre)"
71,Nadal,Refrescs,-,-,-,COCA-COLA Refresc de cola Zero,"6,96 €",12 x 0.33L,"(1,76 € per litre)"
72,Nadal,Refrescs,-,-,-,COCA-COLA Refresc de cola,"1,46 €",1.25L,"(1,17 € per litre)"
73,Nadal,Refrescs,-,-,-,TRINA Refresc de taronja sense gas,"1,15 €",1.5L,"(0,77 € per litre)"
74,Nadal,Refrescs,-,-,-,FANTA Refresc de taronja,"2,00 €",2 x 2L,"(0,50 € per litre)"
75,Nadal,Refrescs,-,-,-,FANTA Refresc de llimona amb gas,"2,00 €",2 x 2L,"(0,50 € per litre)"
76,Nadal,Refrescs,-,-,-,LIMON & NADA Refresc de llimona sense gas,"1,17 €",1L,"(1,17 € per litre)"
77,Nadal,Refrescs,-,-,-,SCHUSS Gasosa,"0,45 €",1L,"(0,45 € per litre)"
78,Nadal,Refrescs,-,-,-,TRINA Refresc de llimona sense gas,"1,15 €",1.5L,"(0,77 € per litre)"
79,Nadal,Refrescs,-,-,-,COCA COLA Refresc de cola zero sense cafeïna,"1,00 €",1.25L,"(0,80 € per litre)"
80,Nadal,Refrescs,-,-,-,COCA COLA Refresc de cola zero sense cafeïna,"6,96 €",12 x 0.33L,"(1,76 € per litre)"
81,Nadal,Refrescs,-,-,-,PEPSI MAX Refresc de cola,"0,98 €",1.25L,"(0,78 € per litre)"
82,Nadal,Refrescs,-,-,-,LIPTON Refresc de te verd amb gust de préssec,"1,00 €",1L,"(1,00 € per litre)"
83,Nadal,Refrescs,-,-,-,LIPTON Refresc te menta/llima,"1,00 €",1L,"(1,00 € per litre)"
84,Nadal,Refrescs,-,-,-,BONPREU Gasosa,"0,25 €",1.5L,"(0,17 € per litre)"
85,Nadal,Refrescs,-,-,-,SCHWEPPES Refresc tònica,"1,55 €",1L,"(1,55 € per litre)"
86,Nadal,Refrescs,-,-,-,COCA-COLA Refresc de cola zero,"1,25 €",1.25L,"(1,00 € per litre)"
87,Nadal,Refrescs,-,-,-,COCA-COLA Refresc de cola,"14,88 €",24 x 0.33L,"(1,88 € per litre)"
88,Nadal,Refrescs,-,-,-,TRINA Refresc de taronja Zero sucres,"1,39 €",1.5L,"(0,93 € per litre)"
89,Nadal,Refrescs,-,-,-,SCHWEPPES Refresc de llimona,"1,52 €",1L,"(1,52 € per litre)"
90,Nadal,Refrescs,-,-,-,PEPSI MAX Refresc de cola Max,"1,25 €",2L,"(0,63 € per litre)"
91,Nadal,Refrescs,-,-,-,NESTEA Refresc de te a la llimona sense sucre,"1,49 €",1.5L,"(0,99 € per litre)"
92,Nadal,Refrescs,-,-,-,COCA-COLA Refresc de cola,"1,92 €",2L,"(0,96 € per litre)"
93,Nadal,Refrescs,-,-,-,LA CASERA Gasosa,"0,85 €",1.5L,"(0,57 € per litre)"
94,Nadal,Refrescs,-,-,-,COCA COLA Refresc de cola Zero sense cafeïna,"3,04 €",2 x 2L,"(0,76 € per litre)"
95,Nadal,Refrescs,-,-,-,COCA-COLA Refresc de cola,"7,28 €",4 x 2L,"(0,91 € per litre)"
96,Nadal,Refrescs,-,-,-,KAS Refresc tònica,"3,99 €",6 x 0.2L,"(3,32 € per litre)"
97,Nadal,Refrescs,-,-,-,FANTA Refresc de llimona amb gas,"1,35 €",2L,"(0,68 € per litre)"
98,Nadal,Refrescs,-,-,-,FANTA Refresc de taronja zero,"1,32 €",2L,"(0,66 € per litre)"
99,Nadal,Refrescs,-,-,-,COCA-COLA Refresc de cola sense cafeïna,"1,92 €",2L,"(0,96 € per litre)"
100,Nadal,Bombons,-,-,-,LINDT LINDOR Bombons de xocolata amb llet,"4,99 €",0.2kg,"(24,95 € per quilo)"
101,Nadal,Bombons,-,-,-,FERRERO Assortit de bombons Prestige,"8,99 €",0.246kg,"(36,54 € per quilo)"
102,Nadal,Bombons,-,-,-,FERRERO Assortit de bombons Collection,"6,93 €",0.172kg,"(40,29 € per quilo)"
103,Nadal,Bombons,-,-,-,NESTLÉ Bombons Caja-Roja Dark,"4,99 €",0.114kg,"(43,77 € per quilo)"
104,Nadal,Bombons,-,-,-,FERRERO Assortit de bombons Golden Gallery,"7,99 €",0.216kg,"(36,99 € per quilo)"
105,Nadal,Bombons,-,-,-,FERRERO Bombons de xocolata i avellana,"4,99 €",0.2kg,"(24,95 € per quilo)"
106,Nadal,Bombons,-,-,-,FERRERO Bombons de xocolata i avellana,"8,69 €",0.375kg,"(23,17 € per quilo)"
107,Nadal,Bombons,-,-,-,CAJA ROJA Bombons,"4,95 €",0.2kg,"(24,75 € per quilo)"
108,Nadal,Bombons,-,-,-,LINDT Assortit de bombons,"5,49 €",0.2kg,"(27,45 € per quilo)"
109,Nadal,Bombons,-,-,-,MALTESERS Boles de xocolata,"2,75 €",0.175kg,"(15,71 € per quilo)"
110,Nadal,Bombons,-,-,-,LINDT SENSATION Bombons de xocolata negra amb gerds,"3,89 €",0.15kg,"(25,93 € per quilo)"
111,Nadal,Bombons,-,-,-,LINDT LINDOR Bombons de xocolata extra negra,"5,49 €",0.2kg,"(27,45 € per quilo)"
112,Nadal,Bombons,-,-,-,FERRERO Bombons de xocolata i avellana,"8,39 €",0.3kg,"(27,97 € per quilo)"
113,Nadal,Bombons,-,-,-,NESTLÉ Assortit bombons Caja Roja,"8,95 €",0.4kg,"(22,38 € per quilo)"
114,Nadal,Bombons,-,-,-,LINDT Assortit de bombons gran,"13,99 €",0.469kg,"(29,83 € per quilo)"
115,Nadal,Bombons,-,-,-,NESTLÉ AFTER EIGHT Làmines de xocolata amb menta,"4,30 €",0.3kg,"(14,33 € per quilo)"
116,Nadal,Bombons,-,-,-,FERRERO Bombons de coco i ametlla,"3,29 €",0.15kg,"(21,93 € per quilo)"
117,Nadal,Bombons,-,-,-,LINDT Assortiment de bombons,"9,99 €",0.375kg,"(26,64 € per quilo)"
118,Nadal,Bombons,-,-,-,LACASA Trufes de cacau pur,"2,35 €",0.2kg,"(11,75 € per quilo)"
119,Nadal,Bombons,-,-,-,VALOR Bombons sense sucre,"4,59 €",0.2kg,"(22,95 € per quilo)"
120,Nadal,Bombons,-,-,-,NESTLÉ Bombons de xocolata,"4,95 €",0.15kg,"(33,00 € per quilo)"
121,Nadal,Bombons,-,-,-,NESTLÉ Assortit de bombons Caja Roja,"19,89 €",0.8kg,"(24,86 € per quilo)"
122,Nadal,Bombons,-,-,-,PICO Confits,"1,25 €",0.1kg,"(12,50 € per quilo)"
123,Nadal,Bombons,-,-,-,ANTIU XIXONA Ametlles farcides,"2,89 €",0.15kg,"(19,27 € per quilo)"
124,Nadal,Bombons,-,-,-,LACASA Taronja recoberta de xocolata negra,"2,99 €",0.125kg,"(23,92 € per quilo)"
125,Nadal,Bombons,-,-,-,LACASITOS Pastilles xocolata de colors Lacasitos,"3,35 €",0.225kg,"(14,89 € per quilo)"
126,Nadal,Bombons,-,-,-,LACASA Boletes de cacauet i xocolata Conguitos,"3,10 €",0.2kg,"(15,50 € per quilo)"
127,Nadal,Bombons,-,-,-,VICENS Trufes,"3,89 €",0.12kg,"(32,42 € per quilo)"
128,Nadal,Bombons,-,-,-,PICO Pinyons,"2,25 €",0.1kg,"(22,50 € per quilo)"
129,Nadal,Bombons,-,-,-,LACASA Festuc cobert de xocolata amb llet,"2,99 €",0.1kg,"(29,90 € per quilo)"
130,Nadal,Mantegades i panettones,-,-,-,GIULIETTA Panettone,"2,95 €",0.5kg,"(5,90 € per quilo)"
131,Nadal,Mantegades i panettones,-,-,-,LA FORTALEZA Mantegades artesania,"1,99 €",0.4kg,"(4,98 € per quilo)"
132,Nadal,Mantegades i panettones,-,-,-,BAULI Pandoro,"6,10 €",0.5kg,"(12,20 € per quilo)"
133,Nadal,Mantegades i panettones,-,-,-,LA FORTALEZA Mantegades Vimet,"5,25 €",0.8kg,"(6,56 € per quilo)"
134,Nadal,Mantegades i panettones,-,-,-,BAULI Panettone,"6,10 €",0.5kg,"(12,20 € per quilo)"
135,Nadal,Mantegades i panettones,-,-,-,LA FORTALEZA Assortit de mantegades,"1,99 €",0.4kg,"(4,98 € per quilo)"
136,Nadal,Mantegades i panettones,-,-,-,GIULIETTA Panettone,"4,30 €",0.9kg,"(4,78 € per quilo)"
137,Nadal,Mantegades i panettones,-,-,-,BAULI Panettone amb xocolata,"7,40 €",0.5kg,"(14,80 € per quilo)"
138,Nadal,Mantegades i panettones,-,-,-,LA FORTALEZA Rosca de vi,"1,99 €",0.4kg,"(4,98 € per quilo)"
139,Nadal,Mantegades i panettones,-,-,-,DALCOLLE Panettone farcit de xocolata,"6,25 €",0.75kg,"(8,33 € per quilo)"
140,Nadal,Mantegades i panettones,-,-,-,LA FORTALEZA Polvorons d'ametlles,"1,99 €",0.4kg,"(4,98 € per quilo)"
141,Nadal,Mantegades i panettones,-,-,-,GIULIETTA Pandoro,"3,25 €",0.5kg,"(6,50 € per quilo)"
142,Nadal,Mantegades i panettones,-,-,-,ARTESANIA Figuretes de massapà,"1,25 €",0.1kg,"(12,50 € per quilo)"
143,Nadal,Mantegades i panettones,-,-,-,LA FORTALEZA Assortit de mantegades,"1,99 €",0.3kg,"(6,63 € per quilo)"
144,Nadal,Mantegades i panettones,-,-,-,DALCOLLE Pandoro,"5,49 €",0.75kg,"(7,32 € per quilo)"
145,Nadal,Mantegades i panettones,-,-,-,BAULI Pandoro de xocolata,"10,95 €",0.75kg,"(14,60 € per quilo)"
146,Nadal,Mantegades i panettones,-,-,-,GIULIETTA Panettone de xocolata,"3,25 €",0.5kg,"(6,50 € per quilo)"
147,Nadal,Mantegades i panettones,-,-,-,LA FORTALEZA Assortit de mantegades sense sucre,"2,35 €",0.35kg,"(6,71 € per quilo)"
148,Nadal,Mantegades i panettones,-,-,-,LA FORTALEZA Mantegades Extra,"4,99 €",0.7kg,"(7,13 € per quilo)"
149,Nadal,Mantegades i panettones,-,-,-,DALCOLLE Mini panettone Haribo,"1,50 €",0.05kg,"(30,00 € per quilo)"
150,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
151,Nadal,Mantegades i panettones,-,-,-,LA FORTALEZA Boletes de coco i xocolata,"2,69 €",0.3L,"(8,97 € per litre)"
152,Nadal,Mantegades i panettones,-,-,-,DELAVIUDA Figuretes de massapà,"2,85 €",0.2kg,"(14,25 € per quilo)"
153,Nadal,Mantegades i panettones,-,-,-,"LA FORTALEZA Polvorons d'espelta, sègol i ametlla","2,85 €",0.4kg,"(7,13 € per quilo)"
154,Nadal,Mantegades i panettones,-,-,-, LA FORTALEZA Assortit de mantegades,"3,95 €",1kg,"(3,95 € per quilo)"
155,Nadal,Mantegades i panettones,-,-,-,ANTEQUERA Polvorons d'ametlles sense sucre,"3,99 €",0.2kg,"(19,95 € per quilo)"
156,Nadal,Mantegades i panettones,-,-,-,MATA Hojaldrinas,"4,89 €",0.5kg,"(9,78 € per quilo)"
157,Nadal,Mantegades i panettones,-,-,-,DALCOLLE Panettone,"6,50 €",1kg,"(6,50 € per quilo)"
158,Nadal,Mantegades i panettones,-,-,-,MOTTA Tartufone Dolce,"10,99 €",0.65kg,"(16,91 € per quilo)"
159,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
160,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
161,Castanyada,"Panellets, castanyes i moniatos",-,-,-, Castanya fresca Km0 en malla de 500 gr.,"2,99 €",0.5kg,"(5,98 € per quilo)"
162,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
163,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
164,Castanyada,"Panellets, castanyes i moniatos",-,-,-, Moniato ecològic safata 700 gr,"2,99 €",0.7kg,"(4,27 € per quilo)"
165,Castanyada,"Panellets, castanyes i moniatos",-,-,-,CUEVAS Guarnició de castanyes,"2,25 €",0.15kg,"(15,00 € per quilo)"
166,Castanyada,"Panellets, castanyes i moniatos",-,-,-, Caqui tradicional,"1,99 €",0.9kg,"(2,21 € per quilo)"
167,Castanyada,"Panellets, castanyes i moniatos",-,-,-,MUSFI'S Assortits de coco,"2,99 €",0.24kg,"(12,46 € per quilo)"
168,Castanyada,"Panellets, castanyes i moniatos",-,-,-,MUSFI'S Coco extra blanc,"2,99 €",0.21kg,"(14,24 € per quilo)"
169,Castanyada,"Panellets, castanyes i moniatos",-,-,-,MUSFI'S Pastissets de gema,"4,99 €",0.24kg,"(20,79 € per quilo)"
170,Castanyada,"Panellets, castanyes i moniatos",-,-,-,FRIT RAVICH Ingredients per preparar panellets,"9,95 €",0.45kg,"(22,11 € per quilo)"
171,Castanyada,Per beure,-,-,-,ESPOLLA Moscatell d'Empordà,"3,99 €",0.5L,"(7,98 € per litre)"
172,Castanyada,Per beure,-,-,-,ESPOLLA Vi dolç Garnatxa D.O. Empordà,"3,99 €",0.5L,"(7,98 € per litre)"
173,Castanyada,Per beure,-,-,-,CAP D'ESTOPA Moscatell,"2,59 €",0.75L,"(3,45 € per litre)"
174,Castanyada,Per beure,-,-,-,RAIERS Ratafia,"8,95 €",0.7L,"(12,79 € per litre)"
175,Castanyada,Per beure,-,-,-,CLOT D'ENCIS Mistela blanca,"5,89 €",0.75L,"(7,85 € per litre)"
